Gene,GFPneg #1,GFPneg #2,GFPneg #3,GFPhigh #1,GFPhigh #2,GFPhigh #3
Rspo1,7.224904607,7.28886972,7.454304496,8.190613146,8.346388724,8.547556993
Grhl1,7.318159179,7.210651421,6.882563587,8.199019262,8.298218126,8.029822463
Urah,5.372297718,5.652958112,5.335106575,6.387887283,6.4790427,6.60857391
Scd2,5.472869174,5.110750209,4.80114635,6.194893049,5.812777647,6.491606416
Scd2,5.472869174,5.110750209,4.80114635,6.194893049,5.812777647,6.491606416
Ppl,8.532969477,8.559954208,8.052218091,9.385358146,9.639233466,9.234329017
Tmem159,8.081915689,8.547301834,8.102800123,9.279699246,9.245107174,9.31932539
Tyro3,5.408222644,5.080481723,5.550623491,6.515770803,6.365447095,6.267701502
Gm13111,5.866543387,5.738800498,5.950958832,6.740478046,6.897712848,7.025868528
Arhgef10l,6.450796565,6.312834536,6.721416546,7.586721424,7.378882607,7.62588871
Phc3,7.475485085,7.784301433,7.512506454,8.553310172,8.797511098,8.525889794
Snord90,3.137446609,3.321117248,3.154747762,4.748886922,4.039585526,3.928118726
Myh14,8.032342342,8.063756422,7.6353592,8.80682244,9.160906864,8.865992269
Mdfic,6.785966279,6.446851662,6.705800252,7.754782358,7.927815281,7.350429746
Plekhg6,5.851196837,6.092664918,5.874702398,7.05644364,6.905378484,6.947111128
Mxra8,5.612278629,5.710313788,5.874605173,6.717469375,6.59310986,6.973378353
Ptpre,5.133444229,5.347430244,5.132958628,6.708001883,6.246624264,5.743155036
1200007C13Rik,6.037929131,6.062830988,6.229039097,7.451629849,7.122678513,6.838817002
Syt8,5.892202144,5.815181282,5.882271534,6.70634175,7.192352035,6.772311161
Ptprf,10.06826553,10.07006916,9.962521505,10.99193346,11.10077436,11.08792079
Shb,6.573196486,6.429179632,6.772773596,7.778463,7.619579048,7.455420056
9530026P05Rik,3.971747539,4.130605753,4.038857965,5.030235587,5.287972229,4.900816527
B3gnt5,4.509105368,4.296422767,4.250917081,5.704011313,5.310613985,5.118093543
Slc46a3,7.030599913,7.133456671,6.663643995,8.081089068,7.910313301,7.910761552
Rasd1,9.428883179,9.365726541,8.758180341,10.14540132,10.45326001,10.02735789
Dmtn,6.281926322,5.910803204,6.139526284,7.08318696,7.059132233,7.255540363
Creb5,6.391493049,6.312844167,6.371691979,7.71498863,7.3121204,7.113036023
Zfp870,4.732421706,4.505087283,4.34012769,5.758903623,5.512386423,5.368880426
Syn3,6.772668657,7.200999612,6.96439282,7.936904994,8.106058304,7.954305367
A630001G21Rik,5.457327942,5.059740155,5.69507494,6.596427263,6.318171287,6.350447799
Tgfb3,8.979123237,9.295573109,8.637874593,9.971147739,10.03908674,9.950802771
AI429214,3.861366261,4.211385395,4.530567207,5.465346299,4.972429087,5.213864252
Calcoco1,9.301844176,9.498764747,9.228907588,10.3774454,10.3157164,10.38423305
Sh3d21,6.992636775,7.309797307,7.125018937,7.983253538,8.411200968,8.076299615
Cyp4v3,6.746814479,7.448602033,6.541902171,8.002174084,7.704269981,8.072149958
S1pr2,6.625603949,6.858277957,6.878086013,7.629236298,8.014400889,7.75858227
Arl4d,6.281002545,5.899867001,6.256693677,7.437969772,7.182704224,6.856967139
Il17rd,5.737470126,5.71060376,5.79467584,6.798121383,6.683004077,6.799326775
Mmp23,5.93322016,5.539865268,5.993622686,7.145759798,6.701809433,6.656283753
Rilp,7.201656856,7.014721299,7.397231534,8.062910041,8.339218236,8.247454234
Epb4.1l1,7.855246571,7.879401719,7.954950435,8.859666545,9.08289769,8.780825571
Slc12a2,4.009454009,4.044253784,3.801339859,4.738553098,4.892169123,5.257759065
Lrriq1,4.007495667,4.06252704,3.994352907,5.190007563,4.809482395,5.097007502
1500012F01Rik,6.55852252,6.675335858,6.78400424,8.088722318,7.563802883,7.391167256
Elmo3,7.545361724,7.877388545,7.446208668,8.669836137,8.720886043,8.503226973
Btc,5.514970216,6.290992682,5.516271373,6.86855591,6.499643999,6.974169763
Snx18,8.267057798,8.317512254,8.138167927,9.189765387,9.207266363,9.345068355
Cd82,6.472514286,6.487593082,6.377470635,7.586733921,7.338208489,7.430491886
Fbxo31,7.124339814,7.485820684,7.078267576,7.948663991,8.763287963,7.992895993
D930048N14Rik,6.388734722,6.232583029,6.150784885,7.080376566,7.335455798,7.371841138
C330013F16Rik,4.704955731,4.419395439,4.455229425,6.048002801,5.345311563,5.201494705
Isg20,8.758075347,8.702667804,8.320427321,9.642852624,9.60491464,9.547403994
Mitd1,7.285956621,7.180290293,6.92545996,8.298162519,8.073742434,8.02327426
Grhl3,5.848127655,5.57863272,5.731028898,6.886770104,6.366343492,6.906419381
Mir32,3.128352843,3.118682933,3.520960287,4.196603512,4.446589062,4.126535535
Osbpl3,7.650201913,7.60389203,7.436220143,8.665105152,8.478048588,8.548491114
Lhpp,5.149873572,4.790991931,5.445721446,6.363121193,5.742480322,6.281466041
Wdr45,7.890181399,7.997045719,7.822694628,8.893267203,8.987873536,8.829066877
Ifit2,6.225326848,6.42204661,6.347342103,7.808104177,7.085220752,7.099679932
2310030G06Rik,8.137367923,8.323019868,7.965797914,9.105383832,9.211784143,9.105863211
Map2k6,3.591955215,3.827954031,3.759633207,4.686215882,4.664222874,4.821924502
Gm19703,4.836000454,4.71086493,5.194607915,5.876752614,6.060146472,5.797350029
Dram2,8.471355743,8.608319241,8.085215766,9.330549761,9.309403291,9.511098842
Car4,5.425903463,5.217402666,5.367766505,6.763382757,6.020341411,6.211997488
Acot11,5.218695143,5.6965599,5.590321172,6.414192279,6.517461942,6.557600424
Tmem50b,9.38890144,9.53218271,9.412770533,10.50388784,10.31806599,10.49376799
Vasn,6.054382883,6.07734565,5.920471887,7.012584227,7.111989481,6.90855849
Aqp3,4.40559084,4.288249068,4.663552378,5.667226925,5.321603088,5.347264149
Mapkapk2,7.972777365,8.030967524,7.839790565,9.046358344,8.978321481,8.795777102
Polr1a,7.538324119,7.574762945,7.447969391,8.664705594,8.532238095,8.339414107
Gm15408,4.513751666,4.051860708,4.577893854,5.452355514,5.568329298,5.09743816
Khk,6.096886305,5.808438174,5.880711907,7.079341062,6.798159424,6.881935504
Gmpr,5.907561706,6.199852248,5.785810859,6.891574275,6.99286056,6.981122108
AU018091,4.743847858,4.654343066,4.783033576,6.188515093,5.635642034,5.32833665
Igsf5,7.232472832,7.353442909,6.863387864,8.14148732,8.213139768,8.065205734
Irak4,6.419316997,6.611189829,6.534317158,7.58788734,7.437819478,7.505736205
Echdc3,4.589150432,4.837410169,4.605185976,5.943297193,5.641737845,5.412626708
Psmb9,6.905261516,6.809021135,6.799516919,8.058731773,7.622712856,7.794579788
Pdk2,7.755389548,7.781908386,7.539413361,8.736037265,8.874320002,8.426507627
Rad51b,6.002089596,5.805078616,6.36961148,7.283329243,7.20403276,6.647787516
Rnf125,5.698202444,5.814727109,5.817258473,6.774262043,6.672690513,6.841433966
Fhl1,7.082892552,6.986303751,7.672632618,8.502875421,8.132689438,8.063355679
Gjb3,5.032053743,4.711160109,5.062008822,5.827924911,6.127923707,5.806139013
Tapbp,8.943956539,9.178022834,8.835428755,10.07333523,9.862882887,9.977636698
Ptplad1,9.002948258,9.245598885,8.902110095,10.10636823,10.00439651,9.995484308
Fdx1,6.525518722,6.497272892,6.248280713,7.654249501,7.526035221,7.044346103
Stard13,5.699027404,5.862541744,6.070029567,6.939038095,6.723947291,6.912137442
Thnsl2,5.571102621,5.653480003,5.680890382,6.589687212,6.647851061,6.61086739
Il7,4.184409897,3.728012639,3.909379187,4.936863899,4.721521409,5.104736163
Gm19816,5.152439182,5.291098311,5.37918591,6.266619803,6.507801178,5.988044938
Kcnq1,7.916515138,8.244552352,7.868665672,8.987709443,9.228327571,8.748042438
Rac3,6.404845892,6.461249215,6.652821568,7.599511284,7.376876948,7.476842987
Azgp1,5.102584069,5.058625273,5.405383215,6.149174071,6.458288321,5.893298039
Atrnl1,8.023187218,8.185807503,8.122358133,9.281522868,9.063720988,8.918252577
Gabre,6.79099741,7.04462284,6.955953031,7.945701306,8.098186548,7.677633097
Olfr1372-ps1,3.729204454,4.03885962,3.979305475,4.764474331,5.002674084,4.910141376
Radil,5.25030912,5.135110967,5.146114988,6.104410795,6.237039619,6.118750539
D17H6S56E-5,9.02421414,9.128095481,8.50799957,10.08441054,10.11363355,9.386721489
Nr4a3,6.074741307,5.855310206,6.132689874,7.272011188,6.789008333,6.92607726
Herpud1,9.657153114,9.786068388,9.650242125,10.736949,10.88267663,10.39808633
Tmem176b,10.36558753,10.68907065,10.38102408,11.39647558,11.59475251,11.36557363
Epdr1,5.347198288,5.607311318,5.346423643,6.373147902,6.354051511,6.488688153
Tmem26,5.746790523,5.533916972,5.562579633,6.645248815,6.510720448,6.594366443
Asl,6.164443138,6.29514646,6.384674348,7.452627183,7.166907634,7.131412279
Ankrd6,5.6607694,5.517687607,5.29827165,6.415910741,6.522400726,6.444136896
Ccnd2,4.285162673,4.004225169,4.444870331,5.120584782,4.977525378,5.538328127
Acsl4,8.729798094,8.750155441,8.358938626,9.621245751,9.483444077,9.632797584
5930412G12Rik,5.152125873,4.752476212,5.397820635,6.355250192,6.117985702,5.724697957
Pign,7.774587357,7.848711659,7.581726073,8.811402423,8.691682198,8.597317208
BC051142,4.805663873,4.554884797,5.067294255,6.00655316,5.914029748,5.399183284
Gm8894,7.646227907,7.546981838,7.10342683,8.477864426,8.524248828,8.184259036
Ehf,9.020299212,8.958370252,8.495445454,9.737471901,9.873556626,9.752648662
Enpp5,9.08336893,9.263351492,8.774927507,9.955977137,9.871406199,10.18113212
A130040M12Rik,3.005596046,3.524721021,3.054690661,4.085057792,4.236878105,4.145979573
Prrc2b,6.809448302,6.873193864,6.891745537,7.896580249,8.114562153,7.445175654
BC026585,6.102500914,5.917337693,5.937105662,7.123973584,6.919371949,6.791775128
Smarcd3,6.440113362,6.310400269,6.415839504,7.417202125,7.333438929,7.293808492
Malt1,7.795610909,7.993765996,7.703000139,8.805095209,8.804675565,8.760417764
Rnf181,7.795406587,7.935483644,7.74146777,8.754620898,8.90043007,8.690713474
Rnpep,7.899859335,8.088159127,7.938258957,8.714446909,9.062724347,9.020216222
Krt80,7.62570413,7.749640773,7.255911942,8.835153983,8.468887125,8.198296969
Gm20939,6.321907013,6.694226565,5.715948838,7.460020733,7.406310803,6.732129269
AU040972,4.700747644,4.539533942,5.213136911,5.955579231,5.573396989,5.787803318
Pqlc3,5.318483668,5.265337297,5.27239115,6.492115044,5.898153548,6.328706355
Gm19325,4.277616058,4.570033882,4.64896267,5.912915719,5.418211837,5.028100835
Mir532,3.795103959,3.854776981,3.852732485,4.575927423,5.084756544,4.703761073
St5,7.558861008,7.774283216,7.244197761,8.546329272,8.502424986,8.382129608
Rilpl1,7.165397003,7.037331287,7.114744647,8.100307343,8.076611782,7.993946684
Ctage5,8.015921738,8.292691645,7.990905235,9.103591533,9.047997975,8.998428786
Gm20100,5.353199608,4.907926767,5.183285352,6.285148119,5.993201645,6.015911583
Rps12,9.04277437,9.144984741,8.96662437,10.06997017,10.07239001,9.861120656
Pbxip1,7.396533697,7.571021827,7.370267597,8.256088751,8.50315488,8.426507627
2200002D01Rik,6.481342725,6.308610297,6.362036056,7.372671943,7.288351449,7.336538907
Cacnb1,7.124580907,7.10266231,6.913171103,7.742930753,8.222517036,8.020090638
Vwa5a,8.227964686,8.418785066,7.897308709,9.120365207,8.975334233,9.291687145
Gm2a,7.785013731,7.752300293,7.888711801,8.92155517,8.559093082,8.788669496
Slc3a2,9.282330035,9.257756964,9.210313517,10.36543906,10.0774779,10.1505977
Cbs,5.962297913,5.740480513,5.665937159,6.876783762,6.769046164,6.563562187
Mir181b-2,4.605128716,5.081668052,4.936537548,5.939961124,5.970452794,5.552966072
Ly6g6d,4.234831542,4.584210827,4.481815975,5.123179261,5.318007464,5.699158254
Loxl1,5.140183047,4.970074028,5.273357125,5.968217387,5.939201795,6.315619883
Zfp503,4.801895832,4.612660245,4.401864081,5.448240265,5.406864314,5.80013336
Zfp503,4.801895832,4.612660245,4.401864081,5.448240265,5.406864314,5.80013336
Aass,3.603779555,3.989416204,4.017540233,4.868783256,4.819395234,4.757554893
Abhd4,8.743212724,9.439583067,9.087228608,9.986515391,10.02646138,10.09201247
Mprip,9.279715091,9.455075209,9.406573925,10.30651514,10.5475631,10.12008922
Ehbp1l1,5.886768904,5.811887235,6.06261957,7.080168252,6.884963756,6.627816839
Tmbim1,7.831717327,8.03228822,7.684937893,8.890454134,8.804905043,8.684753974
Tnfrsf8,4.842038711,5.048480815,5.294690866,6.228225375,6.181156722,5.605618282
Zfp872,3.994262605,4.522996293,4.897618873,5.314165345,5.642513591,5.286564241
Zfp296,6.122339031,5.706657154,5.396863711,6.768422608,6.563126335,6.720427171
Ggcx,7.651004016,8.31223287,7.965926251,8.672048119,8.8605892,9.221210054
Tbc1d2,5.600972373,5.581322445,5.711056365,6.549631738,6.664686544,6.500217813
Ikzf1,4.455111764,3.885591887,3.866453905,4.932536328,5.109209594,4.983685623
Malat1,9.398088786,9.56157974,9.606115917,10.18986327,10.79448407,10.39716979
Cfap69,3.551385567,3.246928669,3.554432757,4.355889148,4.379889251,4.4308756
Mief2,4.964463867,4.991202601,5.109367445,5.928261683,5.947016845,6.002677093
Metrnl,5.775702063,5.789582189,5.796037082,7.039285268,6.537228552,6.59584289
Cux1,8.056138332,8.167010119,8.259232886,9.126227649,9.20228607,8.964184774
Gm15133,3.105503842,2.525949436,2.959540312,4.30551151,3.489987099,3.60388754
Ngly1,7.401489105,7.414247543,7.04163946,8.311428264,8.118499204,8.2347902
Cpne2,7.073589445,6.86722292,8.009996421,7.951329488,8.261838956,8.54337392
Stard3nl,5.878202652,6.285143646,6.243456929,7.219239327,6.986882542,7.001070981
Camk2g,7.507034431,7.467772013,7.734246276,8.66880938,8.624777869,8.214523997
Rab19,6.085374105,6.183553744,5.95153326,6.934271955,7.032400459,7.048759101
Cept1,7.306483649,7.38492315,6.991555279,8.187058399,7.999744863,8.288726589
Hsd17b4,8.151579504,8.115355891,7.940500194,9.050039647,8.937106271,9.01271254
Vgll4,7.126281406,7.176563434,7.091782183,8.105583398,8.109656625,7.969877344
Mccc1,6.249380302,6.104815766,6.496067745,7.303212336,7.183804947,7.15019267
Wls,8.545523912,8.726606709,8.115271566,9.476184897,9.321369346,9.372832438
Zfp72,2.746221082,2.980430036,2.633733916,3.627720238,3.525128794,3.989336249
Retsat,6.001953647,6.099896721,5.901321445,6.883139085,6.860808932,7.036775122
Zfp964,3.272472357,3.554476836,3.247110101,3.973438132,4.163118425,4.714405396
Lmo4,8.025365963,7.363569064,8.210555951,8.789410528,8.880975426,8.704873943
Acp5,6.419490568,5.940977683,5.94775583,7.081946634,6.896741175,7.101390374
Gpd1,6.515952372,6.903590202,6.472755639,7.33781056,7.52777303,7.796264839
AU020206,6.185378108,6.29955727,6.748969897,7.261916558,7.343494709,7.397648314
Sash1,7.935570507,8.170127449,8.084334525,9.094685585,9.06210468,8.801112457
Insr,7.941992831,8.092347915,8.004375898,8.915227651,8.968888687,8.921711913
Ppp1r14d,5.379596756,5.497913632,5.281653419,6.665964674,5.89262939,6.364196947
Lamp2,9.083717691,9.277225121,9.018185736,9.996621242,10.00483993,10.14007764
Adam12,5.637352022,5.093244074,5.830533831,6.449330787,6.452909775,6.419998505
Slc6a20a,9.007109387,8.745062065,8.337267191,9.884375593,9.517974836,9.448018017
Arhgap23,6.74548902,6.472233664,6.782399326,7.689114284,7.704251358,7.367107049
1110054M08Rik,5.167136273,5.647420202,5.250518698,6.285796716,6.371563543,6.167712313
Gm20186,8.413718002,8.183226043,8.279471268,9.007523409,9.620439109,9.008038933
Mertk,6.157025958,6.227446268,6.188670652,7.181171649,6.862682806,7.288181808
Hey2,5.764957925,5.691806507,5.874295224,6.630325433,6.637486952,6.822082458
Gm15762,4.978128121,4.512204489,4.674068789,5.646821434,5.742471447,5.532235844
Spr,4.975073099,4.847046546,5.136209186,5.64192629,5.840604512,6.23039219
Pacsin3,4.585804889,4.401844024,4.887809694,5.647612629,5.591901463,5.387744611
Ldhd,6.348293322,6.611099009,6.492783242,7.267881459,7.462635181,7.472120189
Gm19551,5.100238722,5.226271491,5.400951881,6.32400728,6.420325216,5.733309703
2610005L07Rik,5.523046694,5.674568306,5.687267617,6.270980695,6.939798069,6.424131573
Bid,4.931827804,5.213222404,5.463158347,6.235992967,5.914681216,6.206162025
Rmdn2,3.188420525,2.90620054,3.215484902,4.163255509,4.028994581,3.866139193
Gm5068,7.290731821,7.630160726,7.325035553,8.323232352,8.349664111,8.318388163
Muc20,6.382049567,6.697408437,6.166608423,7.3774117,7.180620088,7.432716695
4931406H21Rik,5.225644782,5.522048448,5.736210505,6.382389646,6.784012707,6.061085761
Lurap1,6.502013059,6.475423236,6.584000671,7.299973712,7.302407689,7.702029807
Zfp185,6.180400898,6.516492782,6.10950228,7.290418182,7.190894682,7.067369627
Cav1,4.438820023,4.426599132,4.492031118,5.385337991,5.152485307,5.56125947
Ikzf3,4.175202952,3.597740407,3.862434837,4.830163537,4.726368814,4.818191444
Cast,8.792222049,8.869356154,8.58558924,9.75473104,9.618812846,9.612392403
Aldh1l1,4.723804639,4.565514926,5.19346261,5.868715046,5.624875142,5.725674661
Btbd16,4.462298543,3.979619332,4.265732687,5.14892135,5.084272091,5.210869204
Slc8b1,7.123997996,7.175898293,7.198826264,7.93476754,8.256576982,8.041644893
Rnf19a,7.492366872,7.063331955,7.215314036,8.384088506,8.228030915,7.892606934
Mcc,6.295716321,6.371491665,6.599635721,7.456037311,7.397311661,7.145769116
D730005E14Rik,7.252429783,7.704008628,7.403485841,8.702509646,8.167088587,8.222313792
Slc26a11,5.249488921,5.110461914,5.271031327,6.330806291,6.239432383,5.787372251
Wfdc2,8.913837042,9.519275087,8.881878048,10.08711236,10.00425759,9.949738867
Sh3tc1,5.343360219,5.389352852,5.628351452,6.635719127,6.335883564,6.112499644
Kcne3,5.069723272,5.210936091,4.964833577,5.885738657,5.846007376,6.235915238
Smim1,6.121731396,6.070836323,5.595065347,6.79092551,6.97483754,6.74287268
Gm6904,3.545272321,3.379256145,3.508569591,4.653631166,4.321442111,4.178986447
Vmn2r98,2.442926918,2.315145181,2.900639859,3.83373038,3.166717762,3.378465554
Tap1,8.571480282,8.620436601,8.80983632,9.767018691,9.533607132,9.421144707
Slc22a15,7.444878154,7.5928899,7.386979469,8.623278398,8.30866198,8.21177116
Sidt2,8.493358607,8.739752628,8.558543944,9.591056385,9.562584825,9.354712085
Gm1968,4.431202602,4.199008545,4.363591061,5.468862042,5.481885812,4.755893624
Il6st,9.732387793,10.08092672,9.970737946,10.86978234,10.74956811,10.87690045
Shmt1,6.815810732,6.572515799,6.845768602,7.747003643,7.637590601,7.555448873
Gabra3,3.632709578,3.621273073,3.789184496,4.329536557,4.690264696,4.728464992
Crot,7.469186209,7.345374047,7.375716101,8.292385811,8.257690774,8.345099273
Il18rap,4.29825907,4.324881504,3.962330997,5.160078431,4.907145249,5.222360832
Usp40,7.000818631,6.961656829,7.002273642,8.006746039,7.864086406,7.792687365
Tec,6.531927314,7.069273818,6.353370826,7.578219635,7.698925308,7.373000457
Tbrg3,6.244371385,6.351398411,6.583195309,7.424009634,7.390863289,7.059176635
Dusp1,7.834194389,7.76552443,7.355730474,8.504418154,8.7111943,8.434769067
BC021767,7.209396789,6.798022879,6.692451601,7.598986461,8.135677666,7.659706757
Camk1,6.889618176,7.384761629,7.298270417,8.135140031,8.12752878,8.002958748
Tmsb4x,9.469460302,9.169399485,9.199225592,10.23274845,10.26442693,10.03317518
Ddah2,6.758047225,6.565527022,7.03724275,7.917421354,7.532148419,7.599468553
Rnd1,5.668356108,5.396108171,5.192127588,6.705948027,6.047642507,6.189526596
Fermt2,7.240362571,6.726945646,7.158145528,8.115307388,7.975492037,7.720862775
Ikbip,5.810047797,6.069663613,5.901264813,6.983401828,6.711193943,6.771864018
Slc25a25,7.3324429,7.564901517,7.52911076,8.800372845,8.307885898,8.002307507
Rnasel,5.47465027,5.276200328,6.216537274,6.631280563,6.383889503,6.634541417
Gm128,5.10251017,4.878637851,4.99689304,6.101394353,5.988017656,5.569761519
Mpzl3,6.568194858,6.735712318,6.466434511,7.607085927,7.451045093,7.391133741
Nadk2,6.959562277,6.67780896,6.94279423,7.759368347,7.720786948,7.774882651
F2r,9.035522187,8.782802344,8.995626733,9.955152243,9.878491125,9.653403767
Il17rc,7.521018423,8.008435453,7.498138882,8.46847615,8.640872844,8.590091496
Htra3,5.454961652,5.417136469,5.540119426,6.38569466,6.595126039,6.10241063
Reg3g,3.096471451,3.091085602,3.569299266,4.2862056,3.809741614,4.331560031
Pard6b,6.860124225,6.847067076,6.870671579,7.938207512,7.627590973,7.680763078
Rsad1,6.270425267,6.01752122,6.394322914,7.373027756,7.23802572,6.737204249
Arhgef12,8.973280616,9.237119367,9.02466557,10.03067862,10.02613076,9.840946804
Myh7,5.420353336,5.297158148,5.338345019,6.425708136,6.205208357,6.082815832
Gpr137b,7.05094014,7.249417517,7.100181156,8.016337845,8.008668218,8.031396967
Zfp600,3.471664136,3.668474621,3.548915843,4.558678684,4.127863612,4.658251233
Peli1,9.0712869,8.955394818,9.059583333,10.06722967,9.939658853,9.734892574
Galnt4,6.784761172,6.740431875,6.658470755,7.407772229,7.585914247,7.842162215
Plekhf1,6.861944639,6.734546588,6.643007732,7.783870508,7.534844454,7.572523736
Aff1,8.091847859,8.172320275,8.294878894,9.124866062,9.094617523,8.991035882
Scd2,5.137249107,4.974992126,4.853043666,5.632328163,5.745483337,6.236325174
Scd2,5.137249107,4.974992126,4.853043666,5.632328163,5.745483337,6.236325174
Ildr2,4.455629751,4.807027054,4.740419571,5.842456799,5.256434398,5.552180673
Ifnz,5.27984058,4.673506143,4.769821288,5.777959723,5.932893228,5.659454124
Mycbpap,5.781458461,5.912655473,5.817048721,6.486378409,7.098566706,6.573328485
Tgm1,5.863248569,5.402189063,5.690806924,6.873267036,6.42304887,6.302449311
Etfa,8.015389945,8.036288034,8.116446819,9.017159484,8.870193885,8.922819223
Kcnn4,5.007779776,5.255357052,4.957171876,5.593407247,5.834607941,6.433738211
Slc16a4,5.047893613,4.521587561,5.085143135,5.931653152,5.621161917,5.743000346
Mdfi,5.56307016,5.467349678,5.873090025,6.70948753,6.448787443,6.384999084
Rilpl2,5.662975937,5.383688069,5.641604592,6.491556058,6.533532408,6.301992028
Dcaf11,8.042300676,8.180197182,7.80491437,8.871028259,8.963545166,8.83008585
Prrg3,7.677101072,7.778778328,7.805341464,8.564962579,8.676881416,8.654843346
Kctd10,7.119830511,7.177129631,7.036563338,8.040619594,7.941541283,7.985489812
Lrrc8e,5.792723485,5.642942331,5.553840752,6.728286195,6.274198226,6.620451707
Tnfaip1,8.268027364,8.326536962,8.287844334,9.128699526,9.154145393,9.230007367
Ppp1r1b,6.539799847,6.327039058,6.596327079,7.43077023,7.403413315,7.258011863
Mid1,4.109695519,4.286984244,4.200054618,4.895638669,4.982260731,5.346468719
Igsf23,5.461905466,4.685011338,4.829209786,6.15216541,5.757126565,5.69147208
Ccnd3,6.68454452,6.8949657,6.752435961,7.414334018,7.910045194,7.629726506
Prss8,8.407011664,8.863239391,8.197519551,9.41228469,9.238996287,9.43839192
Upk1b,5.453451399,5.360277761,5.574741276,6.459520445,5.855354281,6.695435791
Nnt,6.834159861,7.421828387,7.542817587,7.934210045,8.13132935,8.355066448
Amer1,7.598646722,7.725442325,7.55248941,8.541519275,8.461386442,8.492696257
Piwil4,4.838378997,4.727911235,5.029728605,5.715836691,6.162257313,5.335594826
Kank1,5.65299926,6.011752933,5.684448773,6.862836314,6.700949259,6.402277195
Aldh6a1,4.258821741,4.090080079,4.179926888,5.027003954,4.988996902,5.128269221
Sec14l1,8.156980444,8.50330918,8.14670402,9.152967825,9.161790782,9.106882835
Khnyn,7.10552075,7.369202996,7.199434962,8.072748466,8.204489539,8.010984752
Tjp3,8.47505378,8.538746403,8.204901436,9.229017628,9.364363955,9.238641841
Krt15,4.261746637,3.638640018,3.985186343,5.092687558,4.997911645,4.406653747
Endod1,6.850665062,6.694249516,6.733670115,7.780125564,7.529884339,7.579690256
Klhl24,8.698899814,8.713133748,8.760290566,9.564182449,9.522995551,9.696254832
Tnfrsf11a,6.940144696,7.295583657,6.982416138,8.100099468,7.925445119,7.803081131
Cd79b,5.461698956,5.264339678,5.284812198,6.188280784,6.093309931,6.338795326
Acad10,5.631043624,5.588393311,5.030875483,6.506669766,6.217377345,6.134647869
Entpd3,7.109129802,7.441915276,6.711693877,8.16465353,7.776461436,7.923176419
Gm19313,6.853048949,6.288533222,6.80162583,7.572995249,7.780636228,7.190675483
F11r,9.278587405,9.473397804,8.934815217,10.15175079,10.08325913,10.05281468
Shroom3,8.087961389,8.197936812,7.851532133,8.944272382,8.953128265,8.840839632
Wdfy2,6.840824575,7.071149247,7.139990764,7.875493792,8.009860888,7.766313398
2410088K16Rik,5.366360467,5.840659207,5.383954425,6.862329654,6.287624784,6.040457045
Ntf5,5.283591713,5.241537934,5.307347353,6.308791206,5.788461864,6.334631519
Tnks1bp1,7.615260114,7.646779722,7.436802327,8.516251544,8.442627458,8.334559981
Mknk2,9.026371975,9.00132179,8.887639106,9.828785191,10.00368143,9.677450184
Carkd,7.478193962,7.719674237,7.441866576,8.303172775,8.60288496,8.327629595
Tef,6.389777166,6.339140091,6.265837808,7.358769785,7.410703819,6.818695724
Mybpc2,4.051448981,3.695681627,4.247464734,5.216234602,4.939511885,4.430632179
Serpina10,5.221928589,4.814581807,5.078951011,5.880811955,5.834157926,5.986381567
Stk38,7.249748331,7.234174754,7.212912966,8.280063705,8.053564038,7.948279293
Cox4i2,5.917987857,5.92178369,5.983428743,6.651264574,6.794633658,6.96091991
Slc7a2,6.85635489,6.731059525,6.990216589,7.607553626,7.778500478,7.775147618
Gm12349,6.100966427,5.573535927,6.072548699,7.034533677,6.552531265,6.741694219
Dennd2c,5.418834087,5.097123803,4.758248618,5.969180404,5.960829043,5.923646953
Ttc36,5.055796075,5.194868538,5.392730742,6.36754539,6.072785168,5.781257001
Cracr2b,6.219856724,5.795246675,5.990995747,6.693608949,7.013618392,6.875602575
Tsix,4.458724483,3.550347082,3.812778277,5.259323014,4.536744618,4.601794721
Atp6v0a4,4.621721589,4.481399068,4.49568356,4.96616733,5.538354297,5.667428883
Cercam,4.767751863,4.777563908,4.96554883,5.477330504,6.009060736,5.596724363
Ccbl1,6.320081387,6.609427755,6.284702159,7.22865092,7.338745658,7.218897562
Gng12,7.502192098,7.801985694,7.948919892,8.80235476,8.525084492,8.497094615
LOC102640300,3.411085029,3.465317231,3.512143663,4.628114039,4.186728778,4.144281732
Arg2,7.247268502,6.761396792,6.820132982,7.869591658,7.823748954,7.703129504
Ggt5,5.429031365,5.083863912,5.107661218,5.725515408,6.32785325,6.133927604
Tlcd2,5.110969221,5.341763008,4.971722704,6.251429585,5.743405859,5.994288897
Neu3,5.796613614,5.912769548,5.301592242,6.500907407,6.838189431,6.235146913
Dpcr1,5.107197974,4.723171424,4.792629552,5.884039699,5.799854155,5.501799124
1-Mar,6.699634283,6.769834795,6.644808568,7.595943885,7.674241748,7.406536264
Fam110a,6.570546474,6.787210911,6.655759668,7.743422603,7.396901524,7.43463144
Frmd8,6.662095453,6.741968729,6.801452927,7.775508913,7.611281601,7.379975999
1500012F01Rik,6.971505984,6.869806074,7.206495786,8.187079887,7.885623201,7.535309413
Pygb,8.874235808,8.83182315,8.971111932,9.800806357,9.736958622,9.699081511
Sec22a,6.218280795,5.799179869,5.946810659,7.080590229,6.685136464,6.757978076
Mbip,8.206644222,8.107938339,8.470343603,9.149361677,9.157832806,9.036676918
